CustomerID,DisplayName,ContactName,Email,Phone,Address,PaymentTermsDays,CreditLimit
CUST0061,Jack Setty,Dayamai Gill,aroralaksh@hotmail.in,+912758842524,"H.No. 64, Bhatt Circle, Gangtok 778507",40,50000
CUST0062,Jhalak Dugar,Harshil D’Alia,yashodharaagate@gmail.in,+913075622086,"654, Pradhan Zila, Ambala-238061",11,50000
CUST0063,Barkha Mukhopadhyay,Gabriel Shan,pillaysai@yahoo.in,4937597383,"03, Pal Circle, Thanjavur-641383",11,50000
CUST0064,Vyanjana Bhasin,Ati Chander,katazinal@yahoo.in,5719182619,"23/445, Narain Marg, Bidhannagar 313291",40,50000
CUST0065,Hitesh Gala,Unnati Murthy,idara@yahoo.in,+917474112490,"135, Varghese Marg, Dewas-206788",42,50000
CUST0066,Girindra Shere,Logan Dara,bhatiatristan@gmail.in,+916519941013,"H.No. 510, Bedi Chowk, Chapra-670662",27,50000
CUST0067,Tanish Grover,Ati Sehgal,bakhshikorpal@hotmail.in,07687014626,"80/657, Sundaram Circle, Buxar-642059",25,50000
CUST0068,Ayushman Mand,Urmi Wagle,viraj21@gmail.in,3480396522,"59/059, Dhar, Kumbakonam-270103",1,50000
CUST0069,Anmol Vyas,Aadi Narula,kalpitoak@hotmail.in,+915002921851,"15/45, Dugar Street, Morbi 289539",39,50000
CUST0070,Kritika Mohanty,Joshua Goel,ramanbachittar@gmail.in,5939172513,"157, Lanka Nagar, Kulti 541006",12,50000
CUST0071,Oni Ganesan,Waida Radhakrishnan,keya17@hotmail.in,3271040541,"621, Chander Circle, Hindupur 062962",28,50000
CUST0072,Harrison Narula,Ranveer Rout,baghyawati43@gmail.in,+916987205061,"103, Manne Street, Bhalswa Jahangir Pur 467741",37,50000
CUST0073,Qasim Prabhakar,Kala Grover,qbasu@yahoo.in,04349021158,"06/86, Soman Circle, Fatehpur-160898",27,50000
CUST0074,Jai Sen,Oliver Kakar,jonathanbasak@yahoo.in,+916329451168,"H.No. 87, Virk Nagar, Gorakhpur-229991",24,50000
CUST0075,Harrison Mangal,Nirja Lalla,ksunder@hotmail.in,00246299606,"H.No. 745, Nazareth Nagar, Bijapur 713247",0,50000
CUST0076,Amruta Saha,Raghav Sathe,niharikasundaram@hotmail.in,00821486289,"303, Shan Nagar, Karimnagar 457861",45,50000
CUST0077,Wyatt Pradhan,Sanaya Goel,wpalla@gmail.in,01406029333,"68/007, Ghose Street, Rajahmundry-944665",13,50000
CUST0078,Zayyan Kamdar,Chasmum Verma,achaudry@hotmail.in,5899441715,"H.No. 44, Doctor Ganj, Howrah 520744",13,50000
CUST0079,Nidhi Rama,Ranveer Oza,vamakshiparmer@hotmail.in,02824172482,"534, Narula Marg, Bhilwara 717099",17,50000
CUST0080,Urmi Hayer,Lakshmi Wagle,odika02@gmail.in,+915697252175,"00/743, Dutt Street, Hubli–Dharwad-966667",45,50000
CUST0081,Aayush Barad,Kashvi Atwal,rayaan00@hotmail.in,3354216894,"H.No. 447, Viswanathan Circle, Raebareli-575326",4,50000
CUST0082,Vedant Kapur,Siddharth Bains,jatinperi@hotmail.in,0648909010,"76, Krishnan Zila, Jamnagar 046184",36,50000
CUST0083,Omya Cheema,Barkha Comar,tankrushil@hotmail.in,+914835642087,"H.No. 30, Chakraborty Nagar, Chapra-218114",6,50000
CUST0084,Tanmayi Minhas,Ucchal Bedi,ghoshbalveer@yahoo.in,05611002255,"15/521, Ratta Marg, Darbhanga-762120",34,50000
CUST0085,Hemang Saha,Raksha Golla,nparmer@gmail.in,2771670145,"58/891, Kothari Marg, Sri Ganganagar 289002",11,50000
CUST0086,Warhi Gandhi,Vyanjana Nagi,gangamall@gmail.in,3866317797,"51, Badami Chowk, Sambhal 088019",23,50000
CUST0087,Yashoda Jhaveri,Harita Patla,kapoorsuhani@yahoo.in,9975711305,"85/10, Tailor Street, Alappuzha 493316",20,50000
CUST0088,Tanvi Halder,Hritik Sachdeva,dasguptashravya@yahoo.in,9827080869,"92/216, Nagy, Gurgaon-465472",12,50000
CUST0089,Nitara Vala,Dipta Kalla,shauryamannan@hotmail.in,02288515879,"08, Bakshi Zila, Ulhasnagar-034244",29,50000
CUST0090,David Merchant,Bachittar Parmer,nchaudry@hotmail.in,8386384066,"00/43, Savant, Arrah-347212",7,50000
CUST0091,Yoshita Dar,Banjeet Sangha,aishani22@hotmail.in,00572025909,"85/15, Kannan Circle, Saharsa 826886",16,50000
CUST0092,Ikshita Kant,Garima Narula,chaaya39@hotmail.in,08015739930,"H.No. 648, Bakshi Road, Kottayam 704358",42,50000
CUST0093,Gopal Ganesh,Dominic Kade,paninichawla@gmail.in,6120750110,"19/34, Rama Marg, Machilipatnam-506180",31,50000
CUST0094,Chakradev Bora,Yadavi Cherian,charvi91@yahoo.in,06607283268,"H.No. 50, Dhaliwal Circle, Kalyan-Dombivli 996881",33,50000
CUST0095,Shivansh Padmanabhan,Nitara Vala,naveengour@gmail.in,4312908781,"H.No. 13, Sur, Raurkela Industrial Township 314913",40,50000
CUST0096,Vedika Seshadri,Damini Dua,diya62@gmail.in,03364525777,"81, Bumb Street, Kolhapur 411080",20,50000
CUST0097,Simon Bansal,Urmi Dixit,manya39@hotmail.in,02788165803,"22, Dhingra, Secunderabad-373145",38,50000
CUST0098,Brijesh Jhaveri,Lipika Singh,cbatra@hotmail.in,01844989266,"46/38, Pandit Marg, Morbi 908272",24,50000
CUST0099,Faraj Varkey,Siddharth Doctor,nakulpathak@hotmail.in,1365177739,"H.No. 302, Dyal, Anand-920242",39,50000
CUST0100,Anirudh Mander,Tarak Sen,ksubramaniam@gmail.in,09292984257,"62, Babu Zila, Nagaon 291279",25,50000
CUST0101,Yahvi Dalal,Vasatika De,sankarosha@yahoo.in,+918637659916,"31, Rege Road, Maheshtala-098180",37,50000
CUST0102,Samesh Mutti,Janaki Chhabra,poojakulkarni@yahoo.in,6959463688,"H.No. 88, Kulkarni Chowk, Gangtok-621372",7,50000
CUST0103,Tanish Trivedi,Hamsini Ben,lopaahluwalia@gmail.in,+917961143519,"98, Bhandari Road, Shimla 038430",22,50000
CUST0104,Omkaar Banik,William Acharya,gabrielmajumdar@yahoo.in,06693801184,"H.No. 39, Sha Ganj, Ramgarh 426818",22,50000
CUST0105,Yahvi Menon,Jackson Varghese,zashil76@hotmail.in,03577907141,"35/658, Andra Circle, Kulti-165182",29,50000
CUST0106,Dipta Pandya,Amruta Goswami,wishiiyengar@gmail.in,3433339521,"79/080, Prabhu Chowk, Kumbakonam 728463",39,50000
CUST0107,Chatura Vora,Vanya Zachariah,thakkaridika@yahoo.in,2718750036,"H.No. 94, Lall Street, Agartala 955276",11,50000
CUST0108,Oni Pradhan,Nandini Mammen,kgole@gmail.in,3143866322,"672, Walla Circle, Morbi-489061",43,50000
CUST0109,Darpan Kale,Vamakshi Char,qnatt@yahoo.in,08845061593,"H.No. 58, Sekhon Chowk, Eluru-722569",45,50000
CUST0110,Ekbal Buch,Hemal Kari,edhitha44@hotmail.in,6475987622,"34/132, Chauhan Marg, Rajkot 800681",19,50000
CUST0111,Adweta Dugal,Madhavi More,yugmander@yahoo.in,2282005577,"829, Shan, Loni 578317",39,50000
CUST0112,Jasmit Sachar,Nachiket Mitter,acharyalaban@yahoo.in,07807740649,"53/68, Rana Marg, Ujjain-634163",37,50000
CUST0113,Bhavani Wali,Nitara Guha,gopallaban@yahoo.in,+917974973502,"144, Sarma Street, Muzaffarpur 207356",5,50000
CUST0114,Wishi Prabhu,Azad Narayanan,dhingradaksh@yahoo.in,01872346013,"037, Verma Zila, Bhalswa Jahangir Pur-452088",43,50000
CUST0115,Zehaan Srivastava,Rushil Patel,kamdarisaiah@gmail.in,6502491630,"92/513, Tata Street, Tadipatri 005281",8,50000
CUST0116,Vinaya Kaul,Idika Sarna,anshpurohit@yahoo.in,2407784873,"H.No. 74, Dyal, Bettiah-744857",20,50000
CUST0117,Yashawini Raghavan,Anirudh Patla,ekanibhatnagar@hotmail.in,6387829456,"H.No. 810, Gokhale Street, Panihati 731096",7,50000
CUST0118,Aahana Bawa,Timothy Bobal,joshivyanjana@gmail.in,00586509480,"H.No. 381, Kashyap Zila, Jhansi 839288",15,50000
CUST0119,Hitesh Parmar,Prisha Chawla,pranitratti@hotmail.in,02897558556,"39/83, Kumar Marg, Bidhannagar-600490",19,50000
CUST0120,Chasmum Ahuja,Tristan Kala,anthony48@hotmail.in,9921075224,"441, Ratta, Solapur 727919",7,50000
CUST0121,Baljiwan Raj,Daksh Natt,radha61@gmail.in,9060480589,"32/06, Thaman Chowk, Korba-462251",11,50000
CUST0122,Chandran Rastogi,Frederick Rastogi,wde@gmail.in,08376938983,"H.No. 65, Chakraborty, Haridwar-553559",23,50000
CUST0123,Dalaja Gara,Riya Dhingra,obasu@gmail.in,5211039240,"H.No. 77, Narula Nagar, Siwan 388487",44,50000
CUST0124,Andrew Puri,Aadhya Garde,mandersai@hotmail.in,4070164510,"681, Sundaram Path, Gaya 878003",9,50000
CUST0125,Gauri Suri,Naksh Badami,indira54@gmail.in,4046084325,"H.No. 689, Sahni Ganj, Chapra-649578",32,50000
CUST0126,Samuel Devi,Lakshit More,qushidhillon@hotmail.in,2518812520,"47, Doshi Road, Aligarh 209949",24,50000
CUST0127,Vincent Kashyap,Jagrati Buch,gdesai@hotmail.in,05267722330,"H.No. 63, Jayaraman Ganj, Belgaum-975736",26,50000
CUST0128,Benjamin Rai,Meera Yadav,vermaikbal@yahoo.in,00388608680,"64, Shenoy Road, Bhusawal-908277",38,50000
CUST0129,Xiti Chowdhury,Krishna Ramaswamy,cnaik@gmail.in,+917937145211,"51/868, Dutta, Jamalpur 025922",8,50000
CUST0130,Praneel Behl,Darika More,omani@gmail.in,+912309407778,"397, Rout Chowk, Vijayawada 384983",36,50000
CUST0131,Qasim Divan,Ikshita Bansal,bachittarmisra@yahoo.in,+910162249998,"95/014, Pillay Path, Jabalpur-814721",24,50000
CUST0132,Forum Vyas,Shaurya Kadakia,chopragagan@yahoo.in,9469548995,"77/29, Mannan Ganj, Mumbai-071396",27,50000
CUST0133,Chakradev Nath,Simon Apte,baghyawatikumar@gmail.in,04885015569,"557, Banik Chowk, Ongole 785760",11,50000
CUST0134,Diya Wason,Sathvik Narula,dominic24@gmail.in,06829962914,"H.No. 61, Khanna Chowk, Bidhannagar 384215",31,50000
CUST0135,Saksham Chanda,Yashawini Bakshi,jtella@gmail.in,07845218230,"81/040, Chahal, Bhind-184094",40,50000
CUST0136,Ekani Iyer,Bhavini Malhotra,ridhi14@gmail.in,+914109881385,"493, Bobal Street, Pudukkottai 870207",34,50000
CUST0137,Hitesh Rajagopal,Gabriel Sandhu,tgola@hotmail.in,7954538179,"71/747, Kata Chowk, Asansol-562557",44,50000
CUST0138,Ayushman Bhattacharyya,Isaiah Panchal,kshenoy@yahoo.in,09928161581,"96, Kohli Ganj, Ongole 153966",41,50000
CUST0139,Warinder Ghose,Vidhi Contractor,jnanda@gmail.in,02461919657,"290, Dixit Street, Katihar 699733",11,50000
CUST0140,Chandani Modi,Hemangini Chakraborty,uppalnetra@gmail.in,00580085140,"96/566, Saran Marg, Malegaon-238656",35,50000
CUST0141,Bhavya Dass,Advay Bora,dhawanvidhi@hotmail.in,02126796927,"53, Samra Street, Gangtok-384689",10,50000
CUST0142,Bahadurjit Barad,Jyoti Chowdhury,jbuch@hotmail.in,8478189137,"05/80, Setty Chowk, Chapra 654420",31,50000
CUST0143,Abha Bhat,Omkaar Behl,avi47@gmail.in,+918144294440,"27/52, Keer Road, Bokaro 512927",18,50000
CUST0144,Leela Khanna,Oliver Kade,chatura41@gmail.in,+917674783667,"60/47, Mutti Marg, Jalandhar 694544",8,50000
CUST0145,Aadhya Raman,Wyatt Hayer,pranit58@gmail.in,0106181753,"009, Bhandari Zila, Khora  119269",11,50000
CUST0146,Indrajit Gour,Chaitaly Sibal,settyaradhana@yahoo.in,5421406650,"717, Ramaswamy Ganj, Pallavaram 286391",20,50000
CUST0147,Aashi Chauhan,Elijah Bobal,sanaya07@gmail.in,0064256908,"61, Kara Circle, Yamunanagar-198554",28,50000
CUST0148,Christopher Chana,Harini Buch,pmann@gmail.in,+918063461571,"030, Khare, Pali-847870",39,50000
CUST0149,Harinakshi Bhalla,Brijesh Ravi,kakartara@hotmail.in,2931027079,"20/204, Shan Zila, Gudivada 117993",3,50000
CUST0150,Samaksh Sandhu,Neelima Nair,devanekanta@gmail.in,+919251142625,"902, Puri Zila, Pune-100219",22,50000
CUST0151,Omaja Soni,Samuel Dhar,shravya63@gmail.in,0927914560,"H.No. 819, Zacharia Path, Madhyamgram-403127",0,50000
CUST0152,Patrick Dutta,Chatura Patla,shaurya64@yahoo.in,7010822078,"799, Saini Path, Anantapur 153136",31,50000
CUST0153,Keya Kannan,Urishilla Sundaram,sarinmaanav@gmail.in,7265273543,"H.No. 904, Choudhry Street, Berhampore 253492",8,50000
CUST0154,Victor Chadha,Vrinda Kalita,rshere@gmail.in,6335693929,"H.No. 078, Sandal Nagar, Nangloi Jat 773180",12,50000
CUST0155,Tejas Deo,Chakrika Khare,babuvarsha@hotmail.in,02799077262,"01/658, Minhas Nagar, Gopalpur 195085",24,50000
CUST0156,Indrajit Rajagopal,Udyati Baria,jeevika28@hotmail.in,+918325381793,"H.No. 48, Malhotra Marg, Rajkot-577881",35,50000
CUST0157,Brinda Seth,Dominic Guha,fchahal@yahoo.in,+914112412723,"82, Palan Chowk, Raiganj 431038",32,50000
CUST0158,Nisha Oza,Vedika Wagle,tshankar@hotmail.in,+914243754025,"928, Gopal Road, Jamnagar 310592",41,50000
CUST0159,Abha Pingle,Samesh Banerjee,hemangini25@yahoo.in,2841067275,"88/547, Din Road, Sonipat-702814",31,50000
CUST0160,Neelima Kannan,Ishanvi Chanda,christopher93@hotmail.in,3430187186,"H.No. 99, Bhalla Circle, Sikar-656504",26,50000
CUST0161,Indali Morar,Gagan Kale,zsagar@yahoo.in,02662991234,"H.No. 961, Rout Nagar, Vijayanagaram-879232",43,50000
CUST0162,Bimala Swaminathan,Chasmum Modi,osheth@gmail.in,+912447146273,"H.No. 71, Pathak, Buxar 471589",31,50000
CUST0163,Aashi Gaba,Madhav Nagarajan,wdeshmukh@gmail.in,+914565044818,"H.No. 928, Mutti Path, Gopalpur-189520",26,50000
CUST0164,Zarna Manda,Vedhika Sabharwal,nicholas13@gmail.in,3389888167,"075, Patil Road, Mango 240132",45,50000
CUST0165,Utkarsh Mohanty,Shaurya De,sandalisaac@gmail.in,+917603108907,"H.No. 140, Dasgupta Zila, Dharmavaram 250124",28,50000
CUST0166,Indira Dyal,Yashasvi Bir,atwalteerth@hotmail.in,+914280138759,"12/566, Varkey Ganj, Vellore-517182",31,50000
CUST0167,Jalsa Mani,Fitan Narang,ydalia@yahoo.in,09473864631,"071, Sarma Marg, Jamshedpur-669121",10,50000
CUST0168,Rushil Nigam,Netra Das,paninitata@yahoo.in,9946579678,"11, Suri Road, Ahmednagar 010170",5,50000
CUST0169,Lavanya Narain,Chavvi Char,venkateshwaida@yahoo.in,+914778485880,"H.No. 675, Savant Marg, Vadodara 284276",36,50000
CUST0170,Devika Ramachandran,Imaran Swaminathan,jsoni@gmail.in,0647969545,"02/55, Bala, Nadiad 655650",1,50000
CUST0171,Yug Keer,Frado Bhatti,ishwar52@gmail.in,5076986407,"96, Chaudhari Path, Salem 578529",14,50000
CUST0172,Januja Sarin,Watika Borra,bhavnalanka@gmail.in,09639191954,"35, Mittal Zila, Bhiwani 366498",18,50000
CUST0173,Pranit Bahl,Xalak Kala,oloyal@hotmail.in,6908357232,"51, Sachar Ganj, Baranagar 493631",2,50000
CUST0174,Rehaan Bala,Dayita Shetty,bsarin@hotmail.in,+913242044820,"H.No. 159, Bhatt Road, Bharatpur-623198",17,50000
CUST0175,Zayan Taneja,Wazir Das,forum96@hotmail.in,3632123476,"85, Nadig Zila, Fatehpur 425754",14,50000
CUST0176,Bakhshi Bhagat,Zehaan Rajagopalan,janani18@gmail.in,06064413432,"60/417, Sachar Chowk, Bhusawal-248156",34,50000
CUST0177,Sudiksha Bala,Qarin Sawhney,aarushrattan@gmail.in,4591123829,"72, Ghose Road, Ichalkaranji-165266",18,50000
CUST0178,Ansh Bajaj,Gaurav Shere,adwetaganguly@gmail.in,09694215291,"71, Jani Ganj, Shimoga 762639",10,50000
CUST0179,Barkha Gulati,Pranit Rege,ayushmannan@yahoo.in,+919735971072,"36/694, Chandran Zila, Faridabad 375990",29,50000
CUST0180,Zehaan Thaman,Chasmum Rana,kevin80@hotmail.in,+914287572158,"H.No. 15, Datta Nagar, Parbhani-644948",36,50000
CUST0181,Rajata Gala,Vyanjana Dora,mbera@gmail.in,+913207427617,"H.No. 87, Tailor Chowk, Siliguri 513422",31,50000
CUST0182,Simon Agrawal,Omaja Bose,wishichandra@yahoo.in,+914165915201,"49, Narayan Nagar, Bidhannagar-923045",35,50000
CUST0183,Ekavir Raj,Mohini Kumer,wriddhishrastogi@gmail.in,+913266421476,"H.No. 15, Iyengar Circle, Amroha 749961",32,50000
CUST0184,Jyoti Grewal,Pooja Chander,vargheseharita@yahoo.in,3278814761,"243, Sane Circle, Jehanabad-810818",7,50000
CUST0185,Nitara Chandra,Zehaan Pant,finn80@gmail.in,7226016459,"45/23, Brar Street, Aligarh-800610",36,50000
CUST0186,Vansha Sharma,Vidhi Mitter,megha41@gmail.in,+910310303723,"H.No. 472, Sami Chowk, Bhiwandi-277707",7,50000
CUST0187,Saksham Menon,Charan Nath,chauhanrachana@yahoo.in,09984076789,"08/069, Bhatt Path, Erode-179576",17,50000
CUST0188,Neel Mani,Upasna Padmanabhan,gkata@gmail.in,5972466572,"17/223, Swamy Street, Vijayanagaram-433800",34,50000
CUST0189,Advika Parikh,Owen Thakur,bhattgeetika@yahoo.in,+919318374550,"89/107, Choudhry Chowk, Phagwara 808121",23,50000
CUST0190,Janaki Dugar,Riya Toor,jchaudhary@hotmail.in,05213760375,"H.No. 456, Korpal Path, Bettiah 326667",34,50000
CUST0191,Ayushman Savant,Advaith Varughese,chadhamsini@yahoo.in,02606029084,"84/550, Wable Road, Sambhal-389975",2,50000
CUST0192,Rudra Mitra,Balhaar Yogi,madhavi28@hotmail.in,03188485200,"H.No. 68, Bhasin Zila, Rampur 101749",28,50000
CUST0193,Sudiksha Nori,Vivaan Palla,bhavani92@hotmail.in,08315893571,"11, Sandal Nagar, Fatehpur-715869",34,50000
CUST0194,Aishani Tara,Ria Suri,jgaba@hotmail.in,+917728813770,"H.No. 961, Pingle Zila, Thane-154544",13,50000
CUST0195,Ayaan Dhar,Oviya Bava,bhanumati32@hotmail.in,00185106794,"79, Devi Street, Hospet-251996",27,50000
CUST0196,Viraj Rana,Chakradev Savant,gaurang20@hotmail.in,4818139890,"01/82, Maharaj Nagar, Sambalpur-189569",6,50000
CUST0197,Vyanjana Bajaj,Rajeshri Gole,hbajwa@yahoo.in,04111824224,"H.No. 62, Nanda Nagar, Indore 461526",41,50000
CUST0198,Aarna Prashad,Charles Jain,warjastailor@hotmail.in,6140578617,"30/489, Koshy Zila, Avadi 718325",15,50000
CUST0199,Yatan Yogi,Siya Barman,shettybimala@hotmail.in,+910074946539,"891, Chakraborty Road, Bhilai 846398",19,50000
